Category,SubCategory,Extension,Products
Household,209
Household,72
Household,201
Household,70
Household,200
Household,268
Household,95
Household,12
Household,74
Household,97
Household,25
Household,116
Household,27
Household,217
Household,211
Household,8
Household,187
Household,1258
Household,55
Household,317
Household,208
Household,26
Household,1984
Household,70
Household,600
Household,1133
Household,7
Household,15
Household,320
Household,114
Household,98
Household,125
Household,24
Household,528
Household,241
Household,35
Household,357
Household,76
Household,102
Household,62
Household,100
Household,59
Household,439
Household,27
Household,37
Household,18
Household,3
Household,64
Household,9
Household,3
Household,24
Household,10
Household,35
Household,101
Household,99
Household,175
Household,78
Household,38
Household,1
Household,0
Household,0
Household,1
Household,519
Household,47
Household,332
Household,38
Household,61
Household,11
Household,16
Household,34
Household,14
Household,20
Household,6
Household,2
Household,2
Household,4
Household,56
Household,56
Household,4
Household,22
Household,24
Household,61
Household,39
Household,103
Household,192
Household,86
Household,1129
Household,523
Household,575
Household,48
Household,1
Household,16
Household,433
Household,392
Household,247
Household,214
Household,1
Household,987
Household,144
Household,103
Household,3
Household,103
Household,50
Household,216
Household,0
Household,17
Household,0
Household,0
Household,1
Household,4
Household,0
Household,0
Household,0
Household,0
Household,0
Household,26
Household,27
Household,26
Household,1
Household,33
Household,48
Household,86
Household,55
Household,397
Household,128
Household,266
Household,12
Household,106
Household,38
Household,2
Household,191
Household,26
Household,85
Household,5
Household,0
Household,0
Household,0
Household,1
Household,0
Household,44
Household,25
Household,19
Baby,71
Baby,13
Baby,21
Baby,23
Baby,17
Baby,64
Baby,60
Baby,3
Baby,117
Baby,78
Baby,76
Baby,49
Baby,25
Baby,56
Baby,62
Baby,15
Baby,128
Baby,18
Baby,37
Baby,23
Baby,36
Baby,206
Baby,156
Baby,33
Baby,22
Baby,159
Baby,51
Baby,175
Baby,241
Baby,241
Baby,154
Baby,69
Baby,72
Baby,373
Baby,172
Baby,172
Baby,52
Baby,222
Baby,66
Baby,367
Baby,57
Baby,45
Baby,166
Baby,80
Baby,185
Baby,221
Baby,122
Baby,0
Baby,85
Baby,20
Baby,60
Baby,11
Baby,63
Baby,95
Baby,40
Baby,19
Baby,158
Baby,104
Baby,341
Baby,95
Baby,45
Baby,17
Baby,98
Baby,44
Baby,47
Baby,150
Baby,58
Baby,103
Pantry,125
Pantry,151
Pantry,63
Pantry,59
Pantry,99
Pantry,71
Pantry,42
Pantry,35
Pantry,17
Pantry,83
Pantry,27
Pantry,144
Pantry,153
Pantry,130
Pantry,50
Pantry,156
Pantry,195
Pantry,27
Pantry,14
Pantry,30
Pantry,4
Pantry,104
Pantry,12
Pantry,57
Pantry,138
Pantry,26
Pantry,217
Pantry,161
Pantry,41
Pantry,88
Pantry,44
Pantry,17
Pantry,80
Pantry,126
Pantry,15
Pantry,316
Pantry,92
Pantry,25
Pantry,37
Pantry,90
Pantry,161
Pantry,77
Pantry,25
Pantry,140
Pantry,84
Pantry,95
Pantry,8
Pantry,103
Pantry,90
Pantry,55
Pantry,191
Pantry,139
Pantry,95
Pantry,38
Pantry,146
Pantry,123
Pantry,122
Pantry,41
Pantry,22
Pantry,118
Pantry,21
Pantry,37
Pantry,19
Pantry,122
Pantry,45
Pantry,33
Pantry,122
Pantry,36
Pantry,242
Pantry,61
Pantry,149
Pantry,58
Pantry,204
Pantry,570
Pantry,41
Pantry,127
Pantry,108
Pantry,69
Pantry,32
Pantry,35
Pantry,111
Pantry,1
Pantry,64
Pantry,42
Pantry,28
Pantry,18
Pantry,136
Pantry,47
Pantry,30
Pantry,22
Pantry,0
Pantry,59
Pantry,51
Pantry,194
Pantry,91
Pantry,3
Pantry,32
Pantry,5
Pantry,4
Pantry,196
Pantry,138
Pantry,45
Pantry,118
Pantry,0
Pantry,159
Pantry,0
Pantry,3
Pantry,1
Pantry,6
Pantry,1
Pantry,0
Pantry,0
Pantry,0
Fruit & Veg,18
Fruit & Veg,33
Fruit & Veg,6
Fruit & Veg,14
Fruit & Veg,12
Fruit & Veg,14
Fruit & Veg,11
Fruit & Veg,11
Fruit & Veg,10
Fruit & Veg,14
Fruit & Veg,24
Fruit & Veg,8
Fruit & Veg,50
Fruit & Veg,85
Fruit & Veg,40
Fruit & Veg,40
Fruit & Veg,40
Fruit & Veg,37
Fruit & Veg,21
Fruit & Veg,16
Fruit & Veg,9
Fruit & Veg,27
Fruit & Veg,3
Fruit & Veg,10
Fruit & Veg,8
Fruit & Veg,16
Fruit & Veg,54
Fruit & Veg,9
Fruit & Veg,3
Fruit & Veg,25
Fruit & Veg,11
Fruit & Veg,12
Fruit & Veg,16
Fruit & Veg,17
Fruit & Veg,8
Fruit & Veg,11
Fruit & Veg,3
Fruit & Veg,66
Fruit & Veg,35
Fruit & Veg,14
Fruit & Veg,12
Fruit & Veg,5
Fruit & Veg,9
Fruit & Veg,3
Fruit & Veg,17
Fruit & Veg,18
Fruit & Veg,50
Fruit & Veg,66
Fruit & Veg,1
Fruit & Veg,40
Fruit & Veg,13
Fruit & Veg,25
Fruit & Veg,36
"Poultry, Meat & Seafood",232
"Poultry, Meat & Seafood",61
"Poultry, Meat & Seafood",43
"Poultry, Meat & Seafood",163
"Poultry, Meat & Seafood",35
"Poultry, Meat & Seafood",10
"Poultry, Meat & Seafood",19
"Poultry, Meat & Seafood",60
"Poultry, Meat & Seafood",30
"Poultry, Meat & Seafood",92
"Poultry, Meat & Seafood",12
"Poultry, Meat & Seafood",78
"Poultry, Meat & Seafood",73
"Poultry, Meat & Seafood",18
"Poultry, Meat & Seafood",66
"Poultry, Meat & Seafood",23
"Poultry, Meat & Seafood",31
"Poultry, Meat & Seafood",113
"Poultry, Meat & Seafood",113
"Poultry, Meat & Seafood",113
"Poultry, Meat & Seafood",58
"Poultry, Meat & Seafood",58
"Poultry, Meat & Seafood",68
"Poultry, Meat & Seafood",53
"Poultry, Meat & Seafood",53
"Poultry, Meat & Seafood",2
"Poultry, Meat & Seafood",2
"Poultry, Meat & Seafood",2
"Poultry, Meat & Seafood",3
"Poultry, Meat & Seafood",3
"Poultry, Meat & Seafood",9
"Poultry, Meat & Seafood",9
"Poultry, Meat & Seafood",5
"Poultry, Meat & Seafood",14
"Poultry, Meat & Seafood",2
"Poultry, Meat & Seafood",11
"Poultry, Meat & Seafood",32
"Poultry, Meat & Seafood",6
"Poultry, Meat & Seafood",9
"Poultry, Meat & Seafood",18
"Poultry, Meat & Seafood",18
"Poultry, Meat & Seafood",8
"Poultry, Meat & Seafood",7
"Poultry, Meat & Seafood",0
"Poultry, Meat & Seafood",11
Freezer,205
Freezer,10
Freezer,61
Freezer,25
Freezer,138
Freezer,44
Freezer,17
Freezer,3
Freezer,65
Freezer,9
Freezer,44
Freezer,1
Freezer,54
Freezer,3
Freezer,47
Freezer,24
Freezer,7
Freezer,33
Freezer,10
Freezer,19
Freezer,31
Freezer,88
Freezer,170
Freezer,73
Freezer,1
Freezer,17
Freezer,3
Freezer,10
Freezer,14
Freezer,21
Freezer,15
Freezer,14
Freezer,53
Freezer,108
Freezer,57
Bakery,64
Bakery,49
Bakery,8
Bakery,32
Bakery,29
Bakery,26
Bakery,20
Bakery,93
Bakery,108
Bakery,7
Bakery,32
Bakery,27
Bakery,13
Bakery,50
Bakery,24
Bakery,35
Bakery,6
Bakery,6
Bakery,4
Bakery,15
Pet,117
Pet,5
Pet,183
Pet,5
Pet,1093
Pet,103
Pet,246
Pet,104
Pet,250
Pet,23
Pet,19
Pet,123
Pet,12
Pet,3419
Pet,364
Pet,817
Pet,349
Pet,1398
Pet,60
Pet,12
Pet,34
Pet,22
Pet,661
Pet,337
Pet,347
Drinks,20
Drinks,10
Drinks,6
Drinks,125
Drinks,180
Drinks,130
Drinks,105
Drinks,111
Drinks,178
Drinks,22
Drinks,55
Drinks,137
Drinks,49
Drinks,73
Drinks,102
Drinks,88
Drinks,83
Drinks,27
Drinks,330
Drinks,130
Drinks,156
Drinks,51
Drinks,196
Drinks,5
Drinks,53
Drinks,64
Drinks,2
Drinks,27
Drinks,14
Drinks,9
Drinks,30
Drinks,9
Drinks,105
Drinks,31
Drinks,22
Drinks,48
Drinks,53
Drinks,13
Drinks,87
Drinks,7
Drinks,27
Deli & Chilled Meats,35
Deli & Chilled Meats,236
Deli & Chilled Meats,150
Deli & Chilled Meats,42
Deli & Chilled Meats,146
Deli & Chilled Meats,189
Deli & Chilled Meats,6
Deli & Chilled Meats,34
Deli & Chilled Meats,26
Deli & Chilled Meats,22
Deli & Chilled Meats,7
Deli & Chilled Meats,38
Deli & Chilled Meats,87
Deli & Chilled Meats,33
Deli & Chilled Meats,80
Deli & Chilled Meats,51
Deli & Chilled Meats,34
"Dairy, Eggs & Fridge",40
"Dairy, Eggs & Fridge",53
"Dairy, Eggs & Fridge",28
"Dairy, Eggs & Fridge",153
"Dairy, Eggs & Fridge",53
"Dairy, Eggs & Fridge",60
"Dairy, Eggs & Fridge",94
"Dairy, Eggs & Fridge",24
"Dairy, Eggs & Fridge",43
"Dairy, Eggs & Fridge",21
"Dairy, Eggs & Fridge",36
"Dairy, Eggs & Fridge",28
"Dairy, Eggs & Fridge",105
"Dairy, Eggs & Fridge",105
"Dairy, Eggs & Fridge",93
"Dairy, Eggs & Fridge",12
"Dairy, Eggs & Fridge",85
"Dairy, Eggs & Fridge",29
"Dairy, Eggs & Fridge",69
"Dairy, Eggs & Fridge",66
"Dairy, Eggs & Fridge",40
"Dairy, Eggs & Fridge",25
